"twitter_id","label","__split","tweet","sela","varw","ddss"
"1209728624691236866","misogyny","train","Serán muy feminazis pero bien que arbolitos, regalos para las crías, odian el consumismo pero la foto pal face con ropita nueva y toda la cosa ? http://t.co/","True","False","False"
"1207450300350644224","misogyny","train","@aracelidiputada @feminisciencia @fraoneto @MujeresSanas @CeltiusAbogados Y vos sos una feminazi mal cogida que quiere matar bebes porque no quiere que otras mujeres sean madres, mucha sororidad pero las verdes como vos le desean la muerte a las pañuelos celestes","True","False","False"
"1210712961095995393","misogyny","val","Se imaginan las feminazis!??? http://t.co/","True","False","False"
"1207419332592099328","misogyny","train","@ZuluagaCamila Porque sera que las feminazis son tan feas . sera que compensan eso con al estupidez.","True","False","False"
"1213824723345391616","misogyny","val","@Irene_Montero_ @pnique Patetica","False","True","False"
"1209002719299674112","misogyny","val","@fachallica Creo que esta panda de feminazis pasan mucha hambre .../ http://t.co/","True","False","False"
"1212428492853383175","misogyny","test","@Citytv Falta ahora que las ofendidas feminazis le hagan al sumo supremo el bailecito ese de y la culpa no era mía ni donde estaba ni como vestía.","True","False","False"
"1205857807834263557","misogyny","train","@LaFallaras @populares @CiudadanosCs Eres una perra mala....","True","True","False"
"1237402892564402176","misogyny","val","#oraciónmartes Oro por los padres solteros. Señor ilumínalos para ejercer su paternidad muy a pesar de las feminazis y de la sociedad que los estigmatice en vez de propender porque los hombres, solteros o no, ...","True","False","False"
"1211080051388801024","misogyny","train","@LaReinaDeNarnia Es que claro, las feminazis no lo hacen con hombres así que eso no se da en la vida real, tortilleras hdp","True","False","False"
"1206632177263370242","misogyny","test","@17Vane1117 Que pendejadas dicen estas feminazis","True","False","False"
"1203627609759920128","misogyny","train","Mostritas #Feminazi amenazando como ellas saben. http://t.co/","True","False","False"
"1204362205250117636","misogyny","test","Las FARC secuestraban niñas de 10 años, las violaban, torturaban y las obligaban a abortar. ¿Se ha indignado públicamente alguna feministra o feminazi por esto o me puedo cagar ya en la puta madre que las parió a todas ellas?","True","False","False"
"1206920547428384770","misogyny","test","Jajajajaja que sucede aquii ?? que dicen las feminazis http://t.co/","True","False","False"
"1208086753879511041","misogyny","train","@alexandrahorler Sigue ahí, tienes condiciones. Vas a salir más empoderada que todas las flacas de facultades de sociales juntas, vas a salir con barrio, con calle. Ninguna de estas feminazis tiene eso por eso están refugiadas en sus facus con sus estudios de género y acción afirmativa.","True","False","False"
"1211782685548527627","misogyny","train","Esas feminazis son la cagada... ???? http://t.co/","True","False","False"
"1231635866172477443","misogyny","train","@fightforkarol GRETA ES UNA PENDEJA","False","True","True"
"1209962818470121473","misogyny","train","@Fercgas ?????remera para volver locas (más de lo que estan) a las feminazis","True","False","False"
"1208868057650810880","misogyny","val","@DefiendeI @AgoizS No soporto las machorras. Mujeres frustradas que quieren ser hombres, se portan como ellos pero como no tienen los geniales que quieren pues los odian. Es así de simple y por eso todas son feminazis. Eso no tiene más historia.","True","False","False"
"1206950409253871618","misogyny","train","Bueno. En mi sana, pero discutible opinión, se fue de las manos, y esto ya no es feminismo. 1️⃣ Esto es = propaganda feminazi 2️⃣ Como hombre-feminista, considero q así no se lucha 3️⃣ A los fans años nos ha gustado SW, conociendo de féminas guerridas y ya 4️⃣ Esto aumentaría el odio http://t.co/","True","False","False"
"1209999904128585729","misogyny","train","Maldito el día en el que se crearon estas 3 nuevas RAZAS: - Ñengozos. - Feminazis. - Maricones. (Cobardes que abusan y enfrentan a una mujer) Que mundo de mierda en el que estamos viviendo. Hasta mañana ""princesos"" y ""preciosas"".✌ http://t.co/","True","False","False"
"1214253936732987396","misogyny","train","Para todas ustedes feminazis ridículas hijas de puta. pendejas ! http://t.co/","True","False","False"
"1207661746862858240","misogyny","train","Cada día vuelvo a ver otro video de las feminazis! Como son tan ridículas y locas vale! La gente pasa pena sola...","True","False","False"
"1230499900015529986","misogyny","val","@patarevalo No cojuda. Así como gritas que los hombres matan. Debes gritar con energía que la asesina de solsiret fue otra MUJER ACTIVISTA. feminazi de mierda.","True","False","False"
"1210967189005537280","misogyny","test","@colchadogui @reyreysincorona Troles defendiendo la insencibilidad de quienes deberían servir a los peruanos. Será pq las feminazis solo defienden al aborto y a los homos??","True","False","False"
"1210255386030292992","misogyny","val","@LaFallaras Lo de puta bien, a ver si empiezas a follar y dejas de joder.","True","True","False"
"1211757104551354374","misogyny","val","@Huacha_facha @lisperguer1707 Que el padre se haga cargo de esa criatura , la está pasando muy mal con la loca feminazi de su madre.","True","False","False"
"1210363205710733313","misogyny","val","@kgomez028 Parece que las feminazis están desembarcando en Pma. Ojalá no lleve la ola que nos está ahogando en Argentina, Chile o Colombia. Los progres comunistas bancando económicamente a todos éstos movimientos con plata del narcotrafico para destruir países e imponer el zurdaje/dictadura","True","False","False"
"1208152409748516864","misogyny","test","@GretaThunberg @hekglez estúpida","False","True","True"
"1213776631459958785","misogyny","test","@InesArrimadas cada día es usted mas patética.","False","True","False"
"1209306132029853697","misogyny","val","FEMINAZIS HIPÓCRITAS!! http://t.co/","True","False","False"
"1204070527603744768","misogyny","test","... feminazi y chavista. Todos les salpica. Ustedes dan miedo.","True","False","False"
"1208145724879364100","misogyny","val","Si usted es FEMINAZI ⤵️ NO se le ocurra celebrar la Navidad NI pedir Regalos. Nosotros celebramos un Nacimiento No un aborto","True","False","False"
"1209890813213335558","misogyny","test","Demasiadas #Feminazis por aquí ?","True","False","False"
"1212214164850003968","misogyny","train","Feminazi enferma, que el infeliz ese ponga primera y arranque,ya sabe lo que le espera http://t.co/","True","False","False"
"1208986562723229696","misogyny","train","La primera parada de transporte público equipada con cristales anti feminazis. http://t.co/","True","False","False"
"1210255819742334978","misogyny","train","De lo parte la feminazi puede irse la casa de la gabardina, que manera de joder y hacerse notar con ridiculeces, a parte q la tipa es verdaderamente fea y debió sentirse alagada http://t.co/","True","False","False"
"1203811233415225350","misogyny","train","La maldad les regresó a las FemiNazi como un boomerang http://t.co/","True","False","False"
"1207303182088622081","misogyny","train","@LaFallaras Estás loca de remate.","True","True","False"
"1213929042841423872","misogyny","val","Cuando eres hombre y se te ocurrió tener una novia feminazi ? Descripción gráfica: http://t.co/","True","False","False"
"1210624088986787846","misogyny","train","@AdaColau Perra!","False","True","False"
"1202955720901234690","misogyny","val","Solo espero que las damas que asistan a la cinta costera a la concentracion feminazi salgan con las tetas afuera, bueno si van a imitar, imitien bien, que la vaina es con las tetas al aire y cantando la plena del momento ""el violador eres tu"" muero por tenerla en mp3 para sonarla","True","False","False"
"1206041365458477056","misogyny","train","@SinEmbargoMX greta la loca","False","True","True"
"1213895941238996998","misogyny","test","@LaMalena25 @NoRevolucion35 Perfecto Magda..las feminazis se inventan conceptos como todo comunista ya es el colmo la tortilla las tiene locas. Ya que se hagan mujeres mujeres xq que así las mando Dios y el diablo las pervertio","True","False","False"
"1206712787256389633","misogyny","train","@politikcorrecta @olinguiito Esta niña suena a marioneta feminazi con grabación incluida ?‍♀️","True","False","False"
"1210009037670092801","misogyny","train","@LaReinaDeNarnia Pero las feminazis ni un tweet para el extorsionandor de tweeter","True","False","False"
"1210036959474786304","misogyny","train","Qué tiro con las feminazis las matamos o qué???","True","False","False"
"1211069177349525504","misogyny","train","HORROOOOOOR está casi calato con su gorro de policía y su diploma tapando su órgano genital. Ayyy y sus tetillas, quémenlo como a las feminazis que se quitan el brasier para protestar. #Sarcasm Pd. Doble moral everywhere http://t.co/","True","False","False"
"1205805374839894016","misogyny","train","@LaFallaras @populares @CiudadanosCs Hola Sra. patética .. IGUALDAD ¿ sabe lo que significa esta palabra?? http://t.co/","True","True","False"
"1208758595074048001","misogyny","test","No veo a las ""sororas""(ejército feminazi) manifestar ni mierda acerca del bullying que le están haciendo a la congresista, que gente tan de doble moral, incluso las he visto burlándose, si hubiera sido Maria José Pizarro por ejemplo, estarían haciendo lo mismo?","True","False","False"
"1238787661269291009","misogyny","test","Qué criterios se utilizan para calibrar la alarma ante estas situaciones? A quién le pedimos responsabilidad? Una erupción de la corona solar tiene más consecuencias, en el clima, que la contaminación humana, pero el cambio climático con Greta la histérica y el 8 M, venden mucho","False","True","True"
"1206115568216092672","misogyny","val","@LaFallaras @populares @CiudadanosCs Mira put loca. No mientas más ni manipules más. Eres el demonio en persona. Das asco como persona, como mujer. Repulsiva. Vete a la mierda","True","True","False"
"1209681912492675072","misogyny","val","@CaroHurtadoG @RoloConCulo @CristoAtado Feminazis descubren la paja","True","False","False"
"1214512598336622593","misogyny","test","@LaFallaras Una bruja y una cerda","True","True","False"
"1211237059807121409","misogyny","train","@LaFallaras Eres una patética.","True","True","False"
"1205335713497206786","misogyny","val","@rmroclr urrr que nojo, webmamada de feminazi esquerdopata","True","False","False"
"1210712115742412800","misogyny","val","@JSCC199 @astillerosguaya @mariapaularomo @PoliciaEcuador @caathytorres @MinGobiernoEc @ComunicacionEc Y ese lenguaje feminista que¡? cuanta doble moral en estas feminazis http://t.co/","True","False","False"
"1210912199402819584","misogyny","val","@CarlosVerareal @Galois2807 Los halagos con piropos educados no deben molestar, hay muchísimas parejas q iniciaron su relación así, estamos en un tiempo en donde la #feminazis critican hasta al aire q las toca... Y eso está re mal.","True","False","False"
"1208838457352753152","misogyny","train","Desde que salio eso.. ninguna feminazi se ha manifestado.. hijepuctas!!! http://t.co/","True","False","False"
"1211558813259706368","misogyny","train","Las mujeres en aras de la igualdad, deberían trabajar de linearas en la @CNEL_EP como los hombres. #Feminazis","True","False","False"
"1213533183532261376","misogyny","val","@shir0621 @WRadioColombia Ah, es que es feminazi. Eso lo explica todo. No sabía que tus ovarios servían para ocultar tu falta de comprensión lectora e impertinencia.","True","False","False"
"1207502949980758017","misogyny","val","@Abel33727126 @PedroMCasals @JannioGuzman @DuniaDW2 @alonso_dm @hecch @hermanntertsch Mientras las feminazis se siguen drogando, yo sigo amando y admirando a las mujeres de verdad, las reales, las autenticas. Las heterosexuales bien plantadas y claras en la vida. Hombre y mujer unidos avanzan!!!","True","False","False"
"1205717264923799552","misogyny","test","@DahianaQ03 @veronica_nfh @mariajuana1068 Jejejeje Hola betty betty.... porque tengo una vida y bastante próspera eso sí es que comento o me toca pedirle permiso a usted feminazi?","True","False","False"
"1212922061758304256","misogyny","train","@Josefina_28 Otra feminazi. Creyendo que matando al mensajero arregla el problema. Lástima que el PUCP hicieron pésimo trabajo consigo. Todas tus apostillas tienes millones de apostillas más q las dejan sin piso. Ilústrate , luego critica.","True","False","False"
"1208057885181304833","misogyny","train","@kimamoncita @lua_jk @YouTubeMexico @KimberlyLoaiza_ @Juandedios_P Si ya como con esa canción Feminazi se a logrado mucho felicidades ???","True","False","False"
"1209983672524451850","misogyny","test","@peru21noticias Y las feminazis? Se escondieron o qué fue? Esa sonrisa de oreja a oreja. Qué pena, ni en la prenvención ni en la punición están","True","False","False"
"1211040692283346944","misogyny","test","@claris1085 @RepublicaNow Esta hpta si es una verdadera féminazi.","True","False","False"
"1208514978292142083","misogyny","train","@LaFallaras Que pesadita eres hija!!! Cambia de disco....cerda http://t.co/","True","True","False"
"1210290058558869505","misogyny","train","@LaFallaras @PeioHR Hay alguna razón, algún motivo, alguna frustración, para ofender de esa manera? Dios me perdone!! Absoluta hija de la gran puta, descerebrada, alcohólica y porrera. A la Señora, a la madre del hijo de Dios, no la ofende Ud en mi presencia!!","True","True","False"
"1207372043869736962","misogyny","train","@kaguilar19 @diegovr29 @OscarUlloa88 Censurando las opiniones de los demás, pero después no quieren que les digan feminazis ?","True","False","False"
"1209947568190427137","misogyny","test","Las feminazis son lo más machista que existe en la tierra, condenan a las mujeres que son independientes que se expresan, trabajan, son madres responsable y no apoyan su estupidez de movimiento en el que quieren trato preferencial por ser mujeres, ser mantenidas del gobierno","True","False","False"
"1208118360212418560","misogyny","train","Soñe que me linchaban 1.000 feminazis jaja Lo hermoso fue haberlas hechos enojar??","True","False","False"
"1214139415955673088","misogyny","train","@cayetanaAT Patetica.","False","True","False"
"1209916517095297032","misogyny","test","@nayibbukele Las feminazis comentando en 3 2 1....","True","False","False"
"1203697821582540801","misogyny","train","Asi fue como la niña se volvio feminazi http://t.co/","True","False","False"
"1207618549143015425","misogyny","train","@salartesoro No soy anti lgtb...no me molestan...ni me preocupan, son menos peligrosos que las extremistas feminazis y aborteras.","True","False","False"
"1214954754134216704","misogyny","test","@pabloduggan las feminazis haciendo nazismo en la playa","False","False","False"
"1204577992787275776","misogyny","test","Jamás me arrodillaría ante una feminazi. No soportaría el olor... http://t.co/","True","False","False"
"1208153403186188288","misogyny","val","@Solidaridad_PSN @LucianoRevoredo Pues uds harían bien en no enviar a nadie más a inmolarse donde los desubicaos de @RPPNoticias y su feminazi PDR que ya advirtió, creo que ha comprado acciones de ese medio mermelero, o es que el dueño le da carta blanca para decidir que uds no van más.","True","False","False"
"1210601271993851904","misogyny","test","@Ximena41362253 @Sr_Churchill Muy buena ...ya no son ""feminazis""...ahora son ""femisimias""...????","True","False","False"
"1213536947295137794","misogyny","train","@nomadagt Y empieza de nuevo el lobby feminazi","True","False","False"
"1204454451827884032","misogyny","test","No hay mujer fea sino feminazi.","True","False","False"
"1214333547928006663","misogyny","train","@LaFallaras No, payasa, lo que te están diciendo que porque no te ofendes con todos por igual??? Solo defiendes el machismo nada más, el resto de víctimas las ignoras, payasa","True","True","False"
"1210659818895224832","misogyny","train","@RoloConCulo Aca a las gordas no les gustan que les digan gordas, a las feas que les digan feas, a las feminazis que son feminazis, ahora a los rolos que bailan como momias ¡qué estrés! ?","True","False","False"
"1204805270251212800","misogyny","train","@LaFallaras @ContadorAltsasu Ojala sean muchos mas y contigo dentro pa q te manoseen un poco, cerda!!!!! http://t.co/","True","True","False"
"1232301022397304833","misogyny","train","@WolffWaldo Y algunas idiotas feminazis quieren quemar la Catedral donde descansan sus restos. Estamos condenados","True","False","False"
"1212764219017506817","misogyny","test","@Alvisepf Como no aceptó sus costumbres y no asimiló su enriquecimiento cultural, a los progres y feminazis esto no les gusta..., esto es la España que nos viene. http://t.co/","True","False","False"
"1210241586208088064","misogyny","train","@arquitecta Felicidades! Te salió la carta feminazi! Con cada acto que realices en el próximo año, estarás ayudando a la caída del patriarcado.","True","False","False"
"1210585470410862592","misogyny","train","@romancendoya Las feministas(Feminazis) estan manejadas por las ONG de izquierda para desestabilizar la sociedas, nunca van alzar su voz por alguien de derecha o centro. Miren el caso Tavara. Asi que a Keiko peor. Para ellas Keiko es hombre, macho, varón por que solo la atacan. #izquierdanunca","True","False","False"
"1205074805575364608","misogyny","val","@monasterioR @julia_otero @monasterioR tienes cara de cerda si","True","True","False"
"1210769479128371202","misogyny","train","Después dicen los feminazis que el patriarcado no sirve. Un padre muere en el incendio cuando intento salvar a su hijos. http://t.co/","True","False","False"
"1210751127903297536","misogyny","val","@MoraMorillo14 @lucianoferre01 callate puta si cada vez q t hablo no podes o ni contestas estamos enfurecidos o no lucho","False","False","True"
"1204544499579535360","misogyny","train","Hostia, no lo sabía. Que gustito me ha dado ver esto ???. Un bloqueo de feminazi al día evita la avería. http://t.co/","True","False","False"
"1206067507662077952","misogyny","train","@xeanort99 Sí, y que la menor se invente lo que quiera para condenarles a 38 años de cárcel, todo ok también. http://t.co/","True","True","False"
"1206861434950443009","misogyny","train","@Alvisepf Vamos, femilocas, que lo del #Arandina se queda corto con esto.","True","True","False"
"1208477038732034048","misogyny","train","A todas las locas del color que no son capaces de ir hacer manifestaciones #Manresa en vez de presumir de #Feminismo, deberíais decir que lo único que queréis es #Comunismo. #Mira lo que dijo la psicóloga. + Los audios + ustedes = #DenunciaFalsa a leguas. http://t.co/","True","True","False"
"1214955083106045952","misogyny","train","EXTRAÑO TANTO A LA FEMINAZIS, sus ESTUPIDECES me hacían reír. No se vieron más.","True","False","False"
"1214923271965204481","misogyny","train","Habla por ti cateta!. Que torpes las “Feminazis” de creerse en la legitimidad de hablar por todas las mujeres!. Eres frígida y lo sabes...!? http://t.co/","True","False","False"
"1207497634585489408","misogyny","train","Las FEMINAZIS buscan ""igualdad"" dónde ya existe,donde hay VERDADERA DESIGUALDAD los emiratos árabes, Marruecos etc y xq no van allá??NO buscan igualdad sino PRIVILEGIOS y a mi MUJER NO ME REPRESENTAN!! contra las FEMINAZIS.. #TodAsSomosLaResistencia !! http://t.co/","True","False","False"
"1209254375182491652","misogyny","train","@LuisitoAnton Escorias de la humanidad estás feminazis.","True","False","False"
"1211949058501296128","misogyny","test","@Laumusu Bastante que te deja hablar y no te manda a fregar. Si es que las mujeres os estáis subiendo a la barbas!! ??‍♂️","False","False","True"
"1212111021172776960","misogyny","val","@la_patilla Ósea que ella cree que el hombre más importante del mundo no tiene influencia en salvar el planeta . Estupida Greta","False","True","True"
"1205780927223390210","misogyny","train","@EsK198 @kislingerluisa Dale un hijo a la feminazi ésta pues !!!!! Gallo....","True","False","False"
"1210681080967311365","misogyny","test","@RicaldeArt Vale venga tira a fregar ?","False","False","True"
"1207822903452086273","misogyny","train","@corbynbb_ @mendezdecadario @engelnava @mujerescreando1 @AgustinLaje @NickyMarquez1 Y en cuanto al aborto es criminal que digas que el feto ni siente, tú sabías q antes de las 3 semanas ya tiene corazón? Las FEMINAZI piden aborto sin límite de Edad Gestacional!!! Y para eso también aplican vandalismo q es lo único que saben hacer http://t.co/","True","False","False"
"1214928355662991363","misogyny","val","@JoSocVenecola Asi mismo es TENDREMOS que tirárselo a las FEMINAZIS ????","True","False","False"
"1205504836139175936","misogyny","train","Vamos a dejar que la envidia feminazi llegue a Venezuela a quejarse de todo? http://t.co/","True","False","False"
"1208808202948808704","misogyny","train","@carlosdanoz @vox_es El feminismo no es justicia. Y lo que ha ocurrido con la sentencia de arandina es feminismo.","True","True","False"
"1214937672592035840","misogyny","train","Quiero ver a aquellas feminazis que van casi empelotas en sus marchas, usando hiyab y totalmente sometidas. Muy lindo hablar y bailar, pero la realidad es otra y no veo a ninguna de ellas ayudando a las iraníes. http://t.co/","True","False","False"
"1205635778501644293","misogyny","train","@Diameuwu1 CALLATE PUTA ???","False","False","True"
"1214947943578525699","misogyny","test","@gongalery ¿ Qué dicen las feminazis? Jajajaja.... El patriarcado lo hizo de nuevo ?","True","False","False"
"1208181538740940800","misogyny","train","@ElTurnerCat Argentina esta contratando feminazis hablan cualquier mierda sin sentido solo tienen en cuenta que la mujer es igual que el hombre, no corrijo se creen más que el hombre; y luego andan cantando y la culpa no era mía y no se que mas monda. :D","True","False","False"
"1211677883091038208","misogyny","train","@xavogomez @mariapaularomo @DNI90637912 @TVCElComercioTv @tctelevision @teleamazonasec @Gamavisionecu @EcuavisaInforma ESO DEBEN PREOCUPARSE NO DE DARLE OIDO A UNA FACISTA FEMINAZI DE SU CIRCULO DE AMISTADES","True","False","False"
"1210583002205622272","misogyny","val","Que pensaran las feminazis al ver la hermosura y presencia dominante del patriarcado opresor? Ummm http://t.co/","True","False","False"
"1209164025214492672","misogyny","test","Europa se está llenando de musulmanes, muy pronto comenzarán a perseguir homosexuales y feminazis. Van a dominar el mundo y todo lo que hoy parece cool desaparecerá.","True","False","False"
"1206425251808251904","misogyny","test","@chunghastaroth cállate puta ???","False","False","True"
"1213980630704361474","misogyny","train","@Soulshinebb callate puta tragaleche","False","False","True"
"1214908252540018688","misogyny","train","@al99ba18 Cuidado Alba, que pueden ser violadas por los gallos y como se enteren las feminazis, te la lian parda...jajajaja","True","False","False"
"1214905378821029888","misogyny","test","@Elenani51943364 Éstas feminazis que usan su orientación sexual Iara hacer política son las que más consoladores compran. Con cinturón y todo.","True","False","False"
"1212566647933939716","misogyny","train","Cállate puta y chúpame el orto marico","False","False","True"
"1214890789484072960","misogyny","train","@PATRICIOACHURRA @mvacarezza Este pato debe tener telas de arañas en la cabeza, donde están las feminazis? Ah deveras que es del mismo equipo no lo van a tocar #cinicas","True","False","False"
"1210388995810766848","misogyny","val","Ya saben entonces de donde las locas féminazis acá en Ecuador sacaron su odio hacia un equipo de fútbol. Todo lo hacen por moda SIN ARGUMENTOS grupo minúsculo que destila odio hacia todo grupo social. http://t.co/","True","False","False"
"1204673462641602561","misogyny","train","Alguna feminazi te contó esto? http://t.co/","True","False","False"
"1210906757582770177","misogyny","train","Cuidado: Perras Feminazis http://t.co/","True","False","False"
"1229597599549841409","misogyny","test","@adricultora Si, es increíble. el ""YO"" Deberían leer un poco de Alan watts, ego death, y meditar un rato. Quizás así entendamos que no se trata de nosotros individuos, sino de nosotros como un todo. Al menos los Dinosaurios vivieron su cambio climático sin la loca de la Greta.","False","True","True"
"1214956075331543041","misogyny","val","@Sekart110 @AquAhora1 @akrystha @rosalalejandria Pues sí. Las captan pero no para liberarlas sino por joder nuestra sociedad española. Tal cual. ¿O es que no hemos visto ya a alguna que otra con yihab hablando como una feminazi?","True","False","False"
"1236647806926012417","misogyny","train","@GretaThunberg La cara de hija de puta que tenés es tremenda","False","True","True"
